Date,Sentence,Found Entities,Matched Companies,Matched Tickers,Sentiment
 2020-05-25,cial dist ##anci ##ng ,[],[],[],
 2020-08-13,"c ##ko john bolton ’ s “ exceeding ##ly ted ##ious ” ( new york times ) book is made up of lies & amp ; fa ##ke stories . said all good about me , in print , until the day i fired him . a disg ##run ##tle ##d bori ##ng fo ##ol who only wanted to go to war . never had a clu ##e , was ost ##rac ##ized & amp ; hap ##pil ##y dum ##ped . what a do ##pe ","['john', 'bolton', 'new', 'york', 'times', 'amp']",[],[],
 2020-05-25, is stopped ,[],[],[],
 2020-10-15,ngratulations to attorney general bill barr for taking charge of a case that was totally out of control and perhaps should not have even been brought . evidence now clearly shows that the mueller sca ##m was improperly brought & amp ; tai ##nted . even bob mueller lie ##d to congress ,"['bill', 'barr', 'mueller', 'amp', 'bob', 'mueller', 'congress']",[],[],
 2020-05-25,ws conference at white house in 10 minutes ,"['white', 'house']",[],[],
 2020-01-22,esident bush fired him also . bolton is incom ##pet ##ent ,"['bush', 'bolton']",[],[],
 2020-10-15,ngratulations on a really great win ,[],[],[],
 2020-06-17,"o months in jai ##l for a swa ##mp creat ##ure , yet 9 years recommended for roger stone ( who was not even working for the trump campaign ) . ge ##e , that sounds very fair ! ro ##gue pros ##ecu ##tors maybe ? the swa ##mp ! @ fox ##and ##frie ##nds @ tucker ##car ##lso ##","['roger', 'stone', 'trump', 'ge', 'fox', 'tucker']",['fox'],['FOXA'],"[{'label': 'neutral', 'score': 0.9193804860115051}]"
 2020-09-15,"st finished a meeting on cov ##id - 19 in the situation room , news conference coming up shortly ",['cov'],[],[],
 2020-01-22,"d ##en got failing grades and poll ##s on his clu ##ele ##ss handling of the swin ##e flu h1 ##n1 . it was a total disaster , they had no idea what they were doing . among the worst ever ",[],[],[],
 2020-07-01,eat ratings & amp ; reviews last night . thank you ,[],[],[],
 2020-02-12,eat ,[],[],[],
 2020-02-12,"bli ##tz , trump will sma ##sh the left and win ” , by david hor ##owi ##tz . amazon # 1 best ##sell ##er . call 800 - 69 ##1 - 00 ##22 hot book , great author ","['bli', 'trump', 'david', 'hor', 'amazon']",['amazon'],['AMZN'],"[{'label': 'neutral', 'score': 0.998801589012146}]"
 2020-04-06,"will vet ##o the defense authorization bill if the elizabeth “ po ##ca ##hon ##tas ” warren ( of all people ! ) amendment , which will lead to the rena ##ming ( plus other bad things ! ) of fort bra ##gg , fort robert e . lee , and many other military bases from which we won two world wars , is in the bill ","['elizabeth', 'warren', 'fort', 'bra', 'robert', 'e', '.', 'lee']",[],[],
 2020-01-11,"@ da ##gen ##mc ##do ##well , “ every demo ##cra ##t is running to raise taxes . she ( po ##ca ##hon ##tas ) lie ##d about her eth ##nic ##ity , that was her problem . ” @ maria ##bar ##ti ##rom ##o so true da ##gen ",['maria'],[],[],
 2020-01-22, do i ,[],[],[],
 2020-08-13,ngratulations to state representative karen whit ##sett of michigan . so glad you are getting better ,"['karen', 'whit', 'michigan']",[],[],
 2020-06-18,e united states love ##s italy ,"['united', 'states', 'italy']",[],[],
 2020-06-18,at is this all about ,[],[],[],
 2020-03-14,". . she will be a great sen ##ator , and has my complete and total endorsement ",[],[],[],
 2020-08-13,"@ cyn ##thi ##am ##lum ##mis is a frie ##nd of mine and a great wo ##man . she is running for senate in the very special state of wyoming . cyn ##thi ##a is strongly for our military , our vet ##s , and protection of the second amendment . . ","['senate', 'wyoming']",[],[],
 2020-02-12,ite house news conference at 5 : 45 p . m . eastern . thank you ,"['white', 'house']",[],[],
 2020-05-25,v ##id - 19 updat,[],[],[],
 2020-03-14,"c ##ces : since the national guard moved into ken ##os ##ha , wisconsin , two days ago , there has been no further viol ##ence , not even a small problem . when legally asked to help by local authorities , the federal government will act and quickly succeed . are you listening portland ","['national', 'guard', 'wisconsin', 'portland']",[],[],
 2020-08-13,ppening fast ,[],[],[],
 2020-02-12,"have zero interest in moving the republic ##an national convention to dor ##al in miami , as false ##ly reported by the fa ##ke news @ ny ##times in order to sti ##r up trouble . ball ##room is not nearly big enough & amp ; would like to stay in n . c . , whose gov . does ##n ’ t even know if he can let people in ","['republic', 'dor', 'miami', 'fa', 'ny', 'sti', 'amp', 'n', '.', 'c', '.', 'gov']",[],[],
 2019-12-28,@ nbc ##new ##s is facing considerable back ##las ##h for pushing @ google to remove conservative sites from its ad platform ,"['nbc', 'google']",[],[],
 2019-12-28,"ccess : since the national guard moved into ken ##os ##ha , wisconsin , two days ago , there has been no further viol ##ence , not even a small problem . when legally asked to help by local authorities , the federal government will act and quickly succeed . are you listening portland ","['national', 'guard', 'wisconsin', 'portland']",[],[],
 2019-12-28,"@ don ##you ##nga ##k really produces for alaska . he is an incredible congress ##man who love ##s his state and works tire ##less ##ly for it . strong on public lands , energy , and our second amendment . he will never let you down , and has my complete and total endorsement ","['don', 'alaska']",[],[],
 2019-12-28,minn ##eap ##olis city council unanimous ##ly approves proposal to dis ##band police . ” @ time the demo ##cra ##ts would do this all over the u . s . it would be a disaster for safety & amp ; security ,"['city', 'council', 'u', '.', 's', '.']",[],[],
 2020-01-22,". . . if my hands were tied , iran would have a field day . send ##s a very bad signal . the demo ##cra ##ts are only doing this as an attempt to embar ##ras ##s the republic ##an party . don ’ t let it happen ","['iran', 'republic']",[],[],
 2020-03-14,"n ’ t believe how bad ##ly @ cn ##n has done in the newly released tv ratings . they are so far below @ fox ##new ##s ( thank you president trump ! ) that you can bare ##ly find them . fred ##o should be given a big pay cut ! msd ##nc also did poorly . as i have long said , fa ##ke news does not pay ! ! ","['cn', 'fox', 'trump']",['fox'],['FOXA'],"[{'label': 'negative', 'score': 0.9978362917900085}]"
 2020-02-12, is very important for our country ’ s security that the united states senate not vote for the iran war powers resolution . we are doing very well with iran and this is not the time to show weakness . americans overwhelming ##ly support our attack on terrorist sole ##ima ##ni . . . ,"['united', 'states', 'senate', 'iran', 'war', 'powers', 'iran']",[],[],
 2019-12-28,"an par ##nel ##l is an american hero . conno ##r lam ##m has proven to be an american fraud , and a pu ##ppe ##t for cra ##zy nancy pel ##osi . he said he would not vote for her for speaker , and did . will kill 2a . voted to impe ##ach ( on nothing ) . a total & amp ; complete sean par ##nel ##l endorsement ","['sean', 'nancy', 'pel', 'sean']",[],[],
 2019-12-28,seattle ’ s chop is just the latest example of libera ##l ( demo ##cra ##t ) cities cavi ##ng to law ##less ##ness . ” @ sean ##hann ##ity @ fox ##new ##,"['seattle', 'libera', 'sean', 'fox']",['fox'],['FOXA'],"[{'label': 'neutral', 'score': 0.9997757077217102}]"
 2020-05-25,"e wisconsin supreme court ruled that tomorrow ’ s election will proceed as scheduled . vote for justice daniel kelly tomorrow , and be safe ","['wisconsin', 'supreme', 'court', 'daniel', 'kelly']",[],[],
 2020-05-25,st had a nice conversation with prime minist ##er @ justin ##tru ##de ##au of canada . great to hear that his wonderful wi ##fe sop ##hie is doing very well . the united states and canada will continue to coordinate closely together on cov ##id - 19 ,"['canada', 'united', 'states', 'canada', 'cov']",[],[],
 2020-08-13,"eep ##y joe bid ##en ( mostly his reps . ) went cra ##zy when i ban ##ned , in late january , people coming in from china . he called me “ xen ##oph ##ob ##ic ” & amp ; then went equally “ nuts ” when we let in 44 , 000 people - until he was told they were american citizens coming home . he later apologize ##d ","['joe', 'china', 'amp']",[],[],
 2020-05-10,"@ jay ##ob ##ern ##olt ##e of california is running for congress in 2020 . jay will help me to continue securing the southern border , he love ##s our great law enforcement officers , military , vet ##s , and he will protect your # 2a . jay has my complete and total endorsement ","['california', 'congress', 'jay', 'jay']",[],[],
 2020-02-12,"it ’ s a terribl ##e situation , and i blam ##e the leaders of those cities . the president of the united states has fou ##ght through a lot of different things since he ’ s been in office , and to be honest with you , he ’ s done one hell of a job . ” @ her ##sche ##lw ##alk ##er @ sean ##hann ##ity @ fox ##new ##","['united', 'states', 'fox']",['fox'],['FOXA'],"[{'label': 'neutral', 'score': 0.9998051524162292}]"
 2020-01-22,ina is dro ##oli ##ng . they can ’ t believe this ,['china'],[],[],
 2020-04-06,"ngratulations to @ fox ##and ##frie ##nds on completely domin ##ating the just released morning tv ratings . morning jo ##ke , star ##ing psycho joe scar ##boro ##ugh on msd ##nc , a conc ##ast company , was a disaster . even worse was the bare ##ly register ##ing @ cn ##n mess ","['fox', 'joe', 'scar']",['fox'],['FOXA'],"[{'label': 'negative', 'score': 0.9717388153076172}]"
 2020-03-14,"e @ cdc ##gov has published guidelines on to enable every american to respond to this epidemic and to protect themselves , their families and their communities ","['@', 'cdc']",[],[],
 2020-06-18,"@ august ##pf ##lu ##ger is a great veter ##an and strong leader for texas where he is running for congress . he will protect your # 2a , fight for our farmers , oil / gas workers , and he supports our # mag ##a & amp ; # ka ##g agenda . august has my complete and total endorsement ","['texas', 'congress']",[],[],
 2020-09-16,"lton ’ s book , which is getting terribl ##e reviews , is a compilation of lies and made up stories , all intended to make me look bad . many of the rid ##icul ##ous statements he attributes to me were never made , pure fic ##tion . just trying to get even for fir ##ing him like the sick pu ##pp ##y he is ",['bolton'],[],[],
 2020-02-12,"e russia bou ##nt ##y story is just another made up by fa ##ke news tale that is told only to damage me and the republic ##an party . the secret source probably does not even exist , just like the story itself . if the discr ##edit ##ed @ ny ##times has a source , reveal it . just another ho ##ax ","['russia', 'fa', 'republic', 'ny']",[],[],
 2020-03-14,"body in 50 years has been weaker on china than sleep ##y joe bid ##en . he was as ##lee ##p at the wheel . he gave them everything they wanted , including rip - off trade deals . i am getting it all back ","['china', 'joe']",[],[],
 2020-06-18,"morrow i have called for a national day of pra ##yer . i will be tuni ##ng in to past ##or @ jen ##te ##zen at the @ free ##cha ##pel church in gain ##es ##ville , georgia at 11 : 00 am ed ##t . god ble ##ss the usa ","['georgia', 'god', 'usa']",[],[],
 2020-07-01,"ry true , thank you ted & amp ; john . i love texas ","['ted', 'amp', 'john', 'texas']",[],[],
 2020-02-12,"eat reviews on our handling of cov ##id 19 , sometimes referred to as the china virus . venti ##lator ##s , testing , medical supply distribution , we made a lot of governors look very good - and got no credit for so doing . most importantly , we helped a lot of great people ","['cov', 'china']",[],[],
 2020-03-14,eat job being done by dr . nicole sap ##hie ##r on @ fox ##new ##s ,"['.', 'nicole', 'sap', 'fox']",['fox'],['FOXA'],"[{'label': 'neutral', 'score': 0.9998421669006348}]"
 2020-06-18,ank you north carolina ,"['north', 'carolina']",[],[],
 2020-08-28,". . . he did ##n ’ t want bolton anywhere near him . bolton ’ s dum ##bes ##t of all statements set us back very bad ##ly with north korea , even now . i asked him , “ what the hell were you thinking ? ” he had no answer and just apologize ##d . that was early on , i should have fired him right then & amp ; there ","['bolton', 'north', 'korea', 'amp']",[],[],
 2020-09-16,"en wac ##ko john bolton went on def ##ace the nation and so stu ##pid ##ly said that he looked at the “ libya ##n model ” for north korea , all hell broke out . kim jon ##g un , who we were getting along with very well , went “ ball ##istic ” , just like his missile ##s - and right ##fully so . . . ","['john', 'bolton', 'libya', 'north', 'korea', 'kim', 'jon']",[],[],
 2020-06-18,no pressure ,[],[],[],
 2020-07-01,"ank you ! # mag ##a   . @ matt ##form ##ont ##ana rosen ##dale is a strong & amp ; conservative fight ##er for montana . matt stands w / our brav ##e veterans , love ##s our military , and he will continue working to secure our border . matt will never let our # 2a go unpr ##otec ##ted . matt has my total endorsement ","['#', 'mag', '##a', '', '', 'rosen', 'montana', 'matt', 'matt', 'matt']",[],[],
 2020-02-12," executive order to protect mon ##ument ##s , stat ##ues etc . , is in full force and effect . in excess of a 10 year pris ##on term . please do not put yourself in je ##opa ##rd ##y . many people now under arr ##est ",['mon'],[],[],
 2020-02-07,ank you ,[],[],[],
 2020-04-06,lcome back james ,['james'],[],[],
 2020-03-14,ading to new hampshire ,"['new', 'hampshire']",[],[],
 2020-09-16,ank you for the great reviews of the @ abc news show last night ,['abc'],[],[],
 2020-08-13,"@ nm ##all ##io ##ta ##ki ##s is running for congress in ny , i know her well , we need her to defe ##at max rose , who voted for impe ##ach ##ment ! nicole is strong on crime & amp ; borders , # 2a , cutting taxes , & amp ; she love ##s our military & amp ; vet ##s . nicole has my complete & amp ; total endorsement ","['congress', 'ny', 'max', 'rose', 'nicole', 'borders', 'nicole']",[],[],
 2020-08-13,"te today , tuesday , for highly respected republic ##an , justice daniel kelly . tough on crime , love ##s your military , vet ##s , farmers , & amp ; will save your 2nd amendment . a big vote ","['republic', 'daniel', 'kelly', 'farmers']",[],[],
 2020-04-06,"ank you sara . keep writing , great talent ",['sara'],[],[],
 2020-03-14," ##w . record growth in 2nd quarter ! under corrupt joe bid ##en and his massive tax and regulation increases , markets , and your 401 ##k ’ s , will plu ##nge ! expect a record 2021 ",['joe'],[],[],
 2020-08-28,ese hor ##rib ##le & amp ; political ##ly charged decisions coming out of the supreme court are shot ##gu ##n blast ##s into the face of people that are proud to call themselves republic ##ans or conservative ##s . we need more justice ##s or we will lose our 2nd . amendment & amp ; everything else . vote trump 2020 ,"['supreme', 'court']",[],[],
 2020-07-01,"@ claud ##iat ##enne ##y is a fantastic candidate running in new york , where she was a great member of congress . she is strong on crime , borders , cutting taxes , your # 2a , and she love ##s our military and vet ##s . claud ##ia has my complete and total endorsement ","['new', 'york', 'congress']",[],[],
 2020-05-25,"think they should blam ##e russia , russia , russia again ! if they can ’ t count votes properly , how are they going to run u . s . healthcare ","['russia', 'russia', 'russia', 'u', '.', 's', '.']",[],[],
 2020-06-18," , i want big ten , and all other football , back - now . the dem ##s don ’ t want football back , for political reasons , but are trying to blam ##e me and the republic ##ans . another lie , but this is what we are up against ! they should also open up all of their shutdown states ",['republic'],[],[],
 2020-08-28, you get the impression that the supreme court does ##n ’ t like me ,"['supreme', 'court']",[],[],
 2020-08-13,azing how the fa ##ke news never covers this . no interest on student loans . the dem ##s are just talk ,[],[],[],
 2020-07-01,ccines are moving along fast and safely ,[],[],[],
 2020-02-12,e bid ##en ’ s handling of the h1 ##n1 swin ##e flu was a complete and total disaster . even poll ##s on the matter were terribl ##e ,"['joe', 'bid']",[],[],
 2020-07-01,"e w . h . o . really ble ##w it . for some reason , funded largely by the united states , yet very china centric . we will be giving that a good look . fortunately i rejected their advice on keeping our borders open to china early on . why did they give us such a fault ##y recommendation ","['united', 'states', 'china', 'china']",[],[],
 2020-02-12,eat news ! # [UNK,[],[],[],
 2020-05-25,". . reli ##gio ##us liberty , among many other things , are over and gone ",['liberty'],[],[],
 2020-06-18,nding in new hampshire ,"['new', 'hampshire']",[],[],
 2020-04-07,"an par ##nel ##l is an american hero . con ##or lamb has proven to be an american fraud , and a pu ##ppe ##t for cra ##zy nancy pel ##osi . he said he would not vote for her for speaker , and did . will kill 2a . voted to impe ##ach ( on nothing ) . a total & amp ; complete sean par ##nel ##l endorsement ","['sean', 'lamb', 'nancy', 'pel', 'sean']",[],[],
 2020-03-14,"e dac ##a decision , while a highly political one , and seemingly not based on the law , gives the president of the united states far more power than ever anticipated . nevertheless , i will only act in the best interests of the united states of america ","['united', 'states', 'united', 'states', 'america']",[],[],
 2020-05-25,e anti - ben ##gh ##az ##i ,[],[],[],
 2020-02-12,"y did ##n ’ t the i . g . , who spent 8 years with the obama administration ( did she report on the failed h1 ##n1 swin ##e flu deb ##ac ##le where 17 , 000 people die ##d ? ) , want to talk to the admi ##ral ##s , general ##s , v . p . & amp ; others in charge , before doing her report . another fa ##ke dos ##sie ##r ","['.', 'obama', 'administration', 'v', '.', '.', 'amp']",[],[],
 2020-06-18,". . . it ’ s ali ##ena ##ting independent ##s . this president is being pers ##ecu ##ted over three years with one investigation after another , and that really plays to his base . ” @ fox ##new ##s @ cv ##pay ##ne their part ##isa ##n wit ##ch hunt is hurting our country do bad ##ly , & amp , only bringing more division than ever ","['fox', 'amp']",['fox'],['FOXA'],"[{'label': 'negative', 'score': 0.7996413707733154}]"
 2020-09-16,"w it looks like the fore person in the jury , in the roger stone case , had significant bias . add that to everything else , and this is not looking good for the “ justice ” department . @ fox ##and ##frie ##nds @ fox ##new ##","['roger', 'stone', 'justice', 'department', 'fox', 'fox']","['fox', 'fox']",['FOXA'],"[{'label': 'negative', 'score': 0.99783855676651}]"
 2020-07-01,"h ##rab ah ##mari , new york post “ the trump campaign raised $ 10 million in the two days following the impe ##ach ##ment ( sca ##m ) vote . it seems the demo ##cra ##ts have shot themselves in the foot in one more way . they set up a process they know is not going to lead to the presidents removal , & amp , . . ","['new', 'york', 'trump', 'sca', 'amp']",[],[],
 2020-03-14,ank you new hampshire ,"['new', 'hampshire']",[],[],
 2020-02-12,"member when pel ##osi was scr ##ea ##ming that president trump is a dang ##er to our nation and we must move quickly . they did ##n ’ t get one republic ##an house vote , and lost 3 dem ##s . they produced no case so now she does ##n ’ t want to go to the senate . she ’ s all lies . most over ##rated person i know ","['trump', 'house', 'senate']",[],[],
 2020-06-18,e opening of a cold case against psycho joe scar ##boro ##ug,"['joe', 'scar']",[],[],
 2020-07-01,dev ##en nu ##nes predicts that more examples of mueller team misconduct will be revealed in coming weeks . ” @ sean ##hann ##ity @ fox ##new ##,"['mueller', 'sean', 'fox']",['fox'],['FOXA'],"[{'label': 'neutral', 'score': 0.9998273849487305}]"
 2020-05-25,"e recent supreme court decisions , not only on dac ##a , san ##ct ##uary cities , census , and others , tell you only one thing , we need new justice ##s of the supreme court . if the radical left demo ##cra ##ts assume power , your second amendment , right to life , secure borders , and . . ","['supreme', 'court', 'supreme', 'court']",[],[],
 2020-03-14,"m , you did ##n ’ t make a mistake . it ’ s true , and that ’ s why you said it . no pand ##ering ",['jim'],[],[],
 2020-02-07,"sconsin , get out and vote now for justice daniel kelly . protect your 2nd amendment ","['wisconsin', 'daniel', 'kelly']",[],[],
 2020-05-25,"is took place in the rose garden , just coming out of a cold winter ","['rose', 'garden']",[],[],
 2020-04-07,"st had a conf call w / major lenders discussing our great small businesses & amp ; the # pp ##plo ##an . i ask every company , big & amp ; small , making announcements about innovative contributions , hiring new workers , or looking to overcome setbacks to share your stories with # america ##works ##to ##get ##her ",[],[],[],
 2020-10-15,"ni mike bloomberg is a lose ##r who has money but can ’ t debate and has zero presence , you will see . he remind ##s me of a tin ##y version of je ##b “ low energy ” bush , but je ##b has more political skill and has treated the black community much better than mini ","['mike', 'bloomberg', 'je', 'bush', 'je', 'mini']",[],[],
 2020-06-18,". . . about whether or not joe could have done such a hor ##rib ##le thing ? maybe or maybe not , but i find joe to be a total nut job , and i knew him well , far better than most . so many una ##ns ##wer ##ed & amp ; obvious questions , but i won ’ t bring them up now ! law enforcement eventually will ","['joe', 'joe', 'amp']",[],[],
 2020-06-18,"e opening of a cold case against psycho joe scar ##boro ##ugh was not a donald trump original thought , this has been going on for years , long before i joined the cho ##rus . in 2016 when joe & amp ; his wac ##ky future ex - wi ##fe , mik ##a , would end ##less ##ly interview me , i would always be thinking . . . ","['joe', 'scar', 'donald', 'trump', 'cho', 'joe', 'amp']",[],[],
 2020-01-22," president of the united states , i am asking for a legal solution on dac ##a , not a political one , consistent with the rule of law . the supreme court is not willing to give us one , so now we have to start this process all over again ","['united', 'states', 'supreme', 'court']",[],[],
 2020-08-28,"eat job by judicial watch . potentially a trea ##sure tro ##ve . too bad you are not given more help , but it will all work out ",[],[],[],
 2020-02-12,"ock market up big , dow crosse ##s 25 , 000 . s & amp ; p 500 over 3000 . states should open up asa ##p . the transition to great ##ness has started , ahead of schedule . there will be ups and downs , but next year will be one of the best ever ","['dow', 'asa']",['dow'],['DOW'],"[{'label': 'positive', 'score': 0.999183714389801}]"
 2020-07-01,"ni mike is a 5 ’ 4 ” mass of dead energy who does not want to be on the debate stage with these professional polit ##icia ##ns . no boxes please . he hate ##s cra ##zy bern ##ie and will , with enough money , possibly stop him . bern ##ie ’ s people will go nuts ","['mike', 'bern']",[],[],
 2020-03-15,w conference at 5 : 45 . enjoy ,[],[],[],
 2020-02-07,"will be releasing a new list of conservative supreme court justice nominee ##s , which may include some , or many of those already on the list , by september 1 , 2020 . if given the opportunity , i will only choose from this list , as in the past , a conservative supreme court justice . . ","['supreme', 'court', 'supreme', 'court']",[],[],
 2020-08-28,"ank you james . sad ##ly , you are 100 % correct ! ! ",['james'],[],[],
 2020-09-16,ite house news conference at 5 : 30 p . m . eastern . thank you ,"['white', 'house']",[],[],
 2020-02-12," made most governors look very good , even great , by getting them the venti ##lator ##s , unlimited testing , and supplies , all of which they should have had in their own stockpile ##s . so they look great , and i just keep rolling along , doing great things and getting fa ##ke lam ##estr ##ea ##m news ",[],[],[],
 2020-04-07,ws conference at 5 : 45 . enjoy ,[],[],[],
 2020-03-15,no corroborat ##ing evidence to back reports . ” department of defense . do people still not understand that this is all a made up fa ##ke news media ho ##ax started to sla ##nder me & amp ; the republic ##an party . i was never brief ##ed because any info that they may have had did not rise to that leve,"['department', 'of', 'defense', 'me', 'amp', 'republic']",[],[],
 2020-07-01,e ##yer is running low on cash . nobody knows him . made his money on coal . so fun ##ny ,[],[],[],
 2020-06-18,"agree with him on this , 100 % . but why would anyone vote demo ##cra ##t ? we are setting all time records with the economy ",[],[],[],
 2020-02-12,other demo ##cra ##t run city . they are a real mess ,[],[],[],
 2020-02-07,ue ,[],[],[],
 2020-08-28,"ading in michigan , leading in minnesota , leading all over . sorry ","['michigan', 'minnesota']",[],[],
 2020-06-18," was showing signs of future problems , but was so good when i left 4 years ago ",[],[],[],
 2020-03-15,traordinary rescue yesterday by our brav ##e and “ sem ##per para ##tus ” u . s . coast guard . our rapid response and the vessel ’ s survival equipment allowed these four marine ##rs to see their love ##d ones again . well done @ us ##cg ,"['u', '.', 's', '.', 'coast', 'guard']",[],[],
 2020-09-16,ain the swa ##mp ! we want bad people out of our government ,[],[],[],
 2020-05-26,day is a national day of pra ##yer . god ble ##ss everyone ,['god'],[],[],
 2020-04-07,". . . which he actually has a military and legal obligation to do . his incredible wi ##fe , karen , who i have a lot of respect for , once pulled me aside & amp ; said strongly that “ john respects you greatly . when we are no longer here , he will only speak well of you . ” wrong ","['karen', 'amp', 'john']",[],[],
 2020-02-12,"d ##en was asked questions at his so - called press conference yesterday where he read the answers from a telep ##rom ##pte ##r . that means he was given the questions , just like cro ##oke ##d hill ##ary . never have seen this before ",[],[],[],
 2020-06-18,". . . one person lost to this invi ##sible virus is too much , it should have been stopped at its source , china , but i acted very quickly , and made the right decisions . many of the current political compl ##aine ##rs thought , at the time , that i was moving far to fast , like cra ##zy nancy ","['china', 'nancy']",[],[],
 2020-08-28,"r all of the political hack ##s out there , if i hadn ’ t done my job well , & amp ; early , we would have lost 1 1 / 2 to 2 million people , as opposed to the 100 , 000 plus that looks like will be the number . that ’ s 15 to 20 times more than we will lose . i shut down entry from china very early ","['amp', 'china']",[],[],
 2020-05-26,ll be interview ##ed by @ sean ##hann ##ity ton ##ight at 9 : 00 p . m . eastern on @ fox ##new ##s . look forward to it ,"['sean', '.', 'fox']",['fox'],['FOXA'],"[{'label': 'neutral', 'score': 0.9998612403869629}]"
 2020-06-18,am watching a great and beaut ##if ##ul service by past ##or jen ##te ##zen franklin . thank you ! @ jen ##te ##ze,"['jen', 'franklin', 'jen']",[],[],
 2019-12-31,"rst thing the ana ##rch ##ists did upon taking over seattle was “ build a wall ” . see , i was ahead of our times ",['seattle'],[],[],
 2020-04-07," the incom ##pet ##ent mayo ##r of portland , ted wheel ##er , does ##n ’ t get control of his city and stop the ana ##rch ##ists , ag ##ita ##tors , rio ##ters and lo ##ote ##rs , causing great dang ##er to inno ##cent people , we will go in and take care of matters the way they should have been taken care of 100 days ago ","['portland', 'ted', 'wheel']",[],[],
 2020-01-02,ving up news conference to 5 : 15 . enjoy ,[],[],[],
 2020-02-13,"en i terminated john kelly , which i could ##n ’ t do fast enough , he knew full well that he was way over his head . being chief of staff just was ##n ’ t for him . he came in with a bang , went out with a whi ##mpe ##r , but like so many x ’ s , he misses the action & amp ; just can ’ t keep his mouth shut , ","['john', 'kelly', 'staff', 'x']",[],[],
 2020-01-02,". . . hor ##rib ##le bl ##m chan ##t , “ pig ##s in a blanket , fr ##y ‘ em like bac ##on ” . maybe our great police , who have been neutrali ##zed and sco ##rne ##d by a mayo ##r who hate ##s & amp ; dis ##res ##pect ##s them , won ’ t let this symbol of hate be affi ##xed to new york ’ s greatest street . spend this money fighting crime instead ","['bac', 'new', 'york', 'street']",[],[],
 2020-08-29,"w bri ##lli ##ant are our farmers ? thank you @ lg ##ut ##wei ##n ##99 _ 31 , real talent ! # mag ##",[],[],[],
 2019-12-31," are doing very precise medical screening ##s at our airports . par ##don the interruptions and delays , we are moving as quickly as possible , but it is very important that we be vig ##ila ##nt and careful . we must get it right . safety first ",[],[],[],
 2020-05-26," was not amb ##assa ##dor light ##hi ##zer ’ s fault ( yesterday in committee ) in that perhaps i did ##n ’ t make myself clear , but the u . s . certainly does maintain a policy option , under various conditions , of a complete decoupling from china . thank you ","['u', '.', 's', '.', 'china']",[],[],
 2020-02-13,. . . a total double standard . the only thing the dem ##s have going for them is their very close relationship with the fa ##ke news lam ##estr ##ea ##m media ,['fa'],[],[],
 2020-06-18,"d ##n ’ t obama , whose administration has now been caught cold illegal ##ly sp ##ying on the trump campaign , recently also get caught playing golf on a course in virginia , despite his wi ##fe michelle ur ##ging people to stay home , before and after his round , in a major public service message ","['obama', 'trump', 'virginia', 'michelle']",[],[],
 2020-09-16,"’ m seeing governor cu ##omo today at the white house . he must understand that national security far exceeds polit ##ics . new york must stop all of its unnecessary lawsuits & amp ; harr ##ass ##ment , start cleaning itself up , and lowering taxes . build relationships , but don ’ t bring fred ##o ","['cu', 'white', 'house', 'national', 'security', 'new', 'york', 'fred']",[],[],
 2020-04-07,"c is cutting police $ ’ s by one billion dollars , and yet the @ nyc ##may ##or is going to paint a big , expensive , yellow black lives matter sign on fifth avenue , den ##ig ##rating this luxury avenue . this will further anta ##gon ##ize new york ’ s fines ##t , who love new york & amp ; vivi ##dly remember the . . . ","['nyc', 'nyc', 'fifth', 'avenue', 'den', 'new', 'york', 'new', 'york', 'amp']",[],[],
 2020-03-15,". . . the usa was never set up for this , just look at the catastrophe of the h1 ##n1 swin ##e flu ( bid ##en in charge , 17 , 000 people lost , very late response time ) , but it soon will be . great decision to close our china , and other , borders early . save ##d many lives ","['usa', 'china']",[],[],
 2020-04-07,"ere will be a news conference by the coro ##nav ##ir ##us task force today at the white house , 5 p . m . @ vp we are working closely with the governors of our country ’ s great states , which are a very big factor . they are working hard , along with us , to get the job properly done . . . . ","['coro', 'white', 'house', '.']",[],[],
 2020-02-13,"eat total numbers for the republic ##an national convention . blow ##s demo ##cra ##t national convention away . also , much bigger fund raising numbers ",['republic'],[],[],
 2020-05-26,"oud to propose a $ 25m award to @ michigan ##dot to replace and expand the blue water bridge port of entry in @ port _ hur ##on . cri ##tc ##al for security , operations , and commerce at our country ’ s third bus ##iest u . s . - canada border crossing ","['michigan', 'water', 'bridge', 'u', 's', '.', 'canada']",[],[],
 2020-05-26,"n ’ t believe they are not going after schu ##mer for the threats he made to our cher ##ished united states supreme court , and our two great justice ##s . if a republic ##an did that , there would be an end ##less price to pay . path ##etic ","['schu', 'united', 'states', 'supreme', 'court']",[],[],
 2020-06-18,"n ’ t worry , wonderful & amp ; beaut ##if ##ul alaska , there will be no polit ##ics in the pe ##bbl ##e mine review process . i will do what is right for alaska and our great country ! ! ","['alaska', 'alaska']",[],[],
 2020-03-15,w does the fa ##ke news not include online streaming numbers where republic ##ans blow the dem numbers away ,"['fa', 'republic']",[],[],
 2020-05-26,"the president has never asked me to do anything in a criminal case . ” a . g . barr this does ##n ’ t mean that i do not have , as president , the legal right to do so , i do , but i have so far chosen not to ","['g', 'barr']",[],[],
